term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sr,sv,zh
521-02-46,stoichiometric composition,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-46,مركب من عناصر متكافئه,"stöchiometrische Zusammensetzung, f",stoichiometric composition,composición estequiométrica,stokiometrinen yhdiste,"composition stœchiométrique, f",composizione stechiometrica,化学量論組成,화학 양론적 합성,skład stechiometryczny,composição estequiométrica,"стехиометријски састав, м јд",stökiometrisk sammansättning,理想配比成分
521-02-47,imperfection (of a crystal lattice),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-47,عدم الاننظام (لشبكة بلورية),"Gitterstörstelle, f",imperfection (of a crystal lattice),imperfección (de un sólido cristalino),kidevirhe,"imperfection (d’un réseau cristallin), f",imperfezione,"不完全性, <結晶格子の>","불완전부, <결정 격자>",defekt (sieci krystalicznej),imperfeição (de uma rede cristalina),"несавршеност, <кристалне решетке> ж јд",störning (i kristallgitter),"缺陷, <晶格的>"
521-02-48,intrinsic conductivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-48,موصلية طبيعية/حقيقية,"Eigenleitfähigkeit, f",intrinsic conductivity,conductividad intrínseca,itseisjohtavuus,"conductivité intrinsèque, f",conducibilità intrinseca,真性伝導度,진성 도전율,przewodnictwo samoistne,condutividade intrínseca,"сопствена проводност, ж јд",egenkonduktivitet,本征电导率
521-02-49,N-type conductivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-49,موصليه سالبه N,"N-Leitfähigkeit, f",N-type conductivity,conductividad tipo N,N-tyyppinen johtavuus,"conductivité de type N, f",conduttività di tipo N,Ｎ形伝導度,엔형 도전율,przewodnictwo typu N,condutividade de tipo N,"проводност типа N, ж јд",elektronkonduktivitet,N型电导率
521-02-50,P-type conductivity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-50,موصليه موجبه P,"P-Leitfähigkeit, f",P-type conductivity,conductividad tipo P,P-tyyppinen johtavuus,"conductivité de type P, f",conduttività di tipo P,Ｐ形伝導度,피형 도전율,przewodnictwo typu P,condutividade de tipo P,"проводност типа P, ж јд",hålkonduktivitet,P型电导率
521-02-51,(charge) carrier (in a semiconductor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-51,حامل شحنة (فى شبه موصل ),"Ladungsträger, <in einem Halbleiter> mTräger, <in einem Halbleiter> m",(charge) carrier (in a semiconductor),portadorportador (de carga) (en un semiconductor),varauksenkuljettaja,"porteur (de charge) (dans un semiconducteur), m",Portatore di carica,"キャリア, <半導体中の>電荷キャリア, <半導体中の>","전하 반송, <반도체>",nośnik ładunku (w półprzewodniku),portador de cargaportador,"носилац наелектрисања, <у полупроводнику> м јд",laddningsbärare,"载流子, <半导体中>"
521-02-52,majority carrier (in a semiconductor region),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-52,حامل أكثرية للشحنات (فى منطقة شبه موصله),"Majoritätsträger, <in einer Halbleiterzone> m",majority carrier (in a semiconductor region),portador mayoritario (en una región semiconductora),enemmistövarauksenkuljettaja,"porteur majoritaire (dans une région semiconductrice), m",portatore maggioritario,"多数キャリア, <半導体領域中の>","다수 반송자, <반도체 영역>",nośnik większościowy (w obszarze półprzewodnika),portador maioritário,"већински носилац, <у полупроводничкој области> м јд",majoritets(laddnings)bärare,"多数载流子, <半导体中>多子, <半导体中>"
521-02-53,minority carrier (in a semiconductor region),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-53,حامل أقلية للشحنات (فى منطقة شبة موصله),"Minoritätsträger, <in einer Halbleiterzone> m",minority carrier (in a semiconductor region),portador minoritario (en una región semiconductora),vähemmistövarauksenkuljettaja,"porteur minoritaire (dans une région semiconductrice), m",portatore minoritario,"少数キャリア, <半導体領域中の>","소수 반송자, <반도체 영역>",nośnik mniejszościowy (w obszarze półprzewodnika),portador minoritário,"мањински носилац, <у полупроводничкој области> м јд",minoritets(laddnings)bärare,"少数载流子, <半导体中>少子, <半导体中>"
521-02-54,excess carrier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-54,حامل زيادة,"Überschussladungsträger, mÜberschussträger, m",excess carrier,portador en exceso,ylimäärävarauksenkuljettaja,"porteur en excès, m",portatore in eccesso,過剰キャリア,과잉 반송자,nośnik nadmiarowy,portador em excesso,"прекобројни носилац, м јд",överskotts(laddnings)bärare,过剩载流子
521-02-55,conductivity modulation (of a semiconductor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-55,تعديل الموصلية(لشبه موصل ),"Leitfähigkeitsmodulation, <eines Halbleiters> f",conductivity modulation (of a semiconductor),modulación de la conductividad (de un semiconductor),johtavuusmodulaatio,"modulation de la conductivité (d’un semiconducteur), f",modulazione della conducibilità,"伝導度変調, <半導体の>","도전율 변조, <반도체>전도도 변조, <반도체>전도율 변조, <반도체>",modulacja przewodnictwa (półprzewodnika),modulação da condutividade (de um semicondutor),"модулација проводности, <полупроводника> ж јд",konduktivitetsmodulering,"电导率调制, <半导体的>"
521-02-56,surface recombination velocity,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-56,سرعة إعادة الإندماج السطحي,"Oberflächen-Rekombinationsgeschwindigkeit, f",surface recombination velocity,velocidad de recombinación en superficie,pintarekombinaationopeus,"vitesse de recombinaison en surface, f",velocità di ricombinazione superficiale,表面再結合速度,표면 재결합 속도,prędkość rekombinacji powierzchniowej,velocidade de recombinação em superfície,"брзина површинске рекомбинације, ж јд",ytrekombineringshastighet,表面复合速度
521-02-57,bulk lifetime (of minority carriers),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-57,عمر المادة (لحوامل الأقلية),"Volumenlebensdauer, <von Minoritätsträgern> f",bulk lifetime (of minority carriers),vida media en el material (de portadores minoritarios),vähemmistövarauksenkuljettajien elinaika,"durée de vie dans le matériau (des porteurs minoritaires), f",durata di vita nel volume,"バルク寿命, <少数キャリアの>","총체 수명 시간, <소수 반송자>",czas życia objętościowy (nośnika mniejszościowego),duração de vida no material (de portadores minoritários)tempo de vida no material (de portadores minoritários),"време живота, <мањинских носилаца у материјалу> с јд",volymlivslängd,"体寿命, <少数载流子的>"
521-02-58,(drift) mobility (of a charge carrier),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-58,"انجراف , قابلية الحركة ( لحوامل الشحنات )","Driftbeweglichkeit, <eines Ladungsträgers> f",(drift) mobility (of a charge carrier),movilidad (de un portador de carga),liikkuvuusvarauksenkuljettajien liikkuvuus,"mobilité (d’un porteur de charge), f",mobilità,"ドリフト移動度, <電荷の>移動度, <電荷の>","표류 이동도, <전하 반송자>",ruchliwość (nośnika ładunku),mobilidade (de um portador de carga),"дрифтовска покретљивост, <носилаца наелектрисања> ж јд",driftrörlighet,"漂移迁移率, <载流子的>迁移率, <载流子的>"
521-02-59,diffusion (in a semiconductor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-59,انتشار(فى شبة موصل),"Diffusion, <in einem Halbleiter> f",diffusion (in a semiconductor),difusión (en un semiconductor),diffuusio,"diffusion (dans un semiconducteur), f",diffusione,"拡散, <半導体中の>","확산, <반도체>",dyfuzja (w półprzewodniku),difusão (num semicondutor),"дифузија, <у полупроводнику> ж јд",diffusion,"扩散, <半导体中>"
521-02-60,diffusion length (of minority carriers),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-60,طول الانتشار(للحوامل االفرعية ),"Diffusionslänge, <von Minoritätsträgern> f",diffusion length (of minority carriers),longitud de difusión (de portadores minoritarios),diffuusionpituus,"largeur de diffusion (des porteurs minoritaires), f",lunghezza di diffusione,"拡散長, <少数キャリアの>","확산 거리, <소수 반송자>",długość dyfuzji (nośników mniejszościowych),comprimento de difusão (dos portadores minoritários),"дифузиона дужина, <мањинских носилаца> ж јд",diffusionsväglängd,"扩散长度, <少数载流子的>"
521-02-61,diffusion constant (of charge carriers),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-61,ثابت الانتشار(لحوامل الشحنات  ),"Diffusionskoeffizient, <von Ladungsträgern> m",diffusion constant (of charge carriers),constante de difusión (de portadores de carga),diffuusiovakio,"constante de diffusion (des porteurs de charge), f",costante di diffusione,"拡散定数, <電荷の>","확산 상수, <전하 반송자>",stała dyfuzji (nośników ładunku),constante de difusão (dos portadores de carga),"дифузиона константа, <носилаца наелектрисања> ж јд",diffusionskonstant,"扩散常数, <载流子的>"
521-02-62,charge carrier storage (in a semiconductor),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-62,تجميع حوامل الشحنات (فى شبة موصل),"Ladungsträgerspeicherung, <in einem Halbleiter> f",charge carrier storage (in a semiconductor),acumulación de portadores de carga (en un semiconductor aislante),ylimäärävaraus,"accumulation de porteurs de charge (dans un semiconducteur), f",accumulo dei portatori di carica,"電荷蓄積, <半導体中の>","전하 반송 저장, <반도체>",akumulacja nośników ładunku (w półprzewodniku),acumulação de portadores de carga (num semicondutor),"нагомилавање носилаца наелектрисања, <у полупроводнику> с јд",laddningsbärarlagring,"载流子贮存, <半导体中>"
521-02-63,trap,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-63,مصيدة,"Störstellen-Haftstelle, fHaftstelle, f",trap,trampa,loukku,"piège, m",trappola,トラップ,덫트랩,pułapka,armadilha,"замка, ж јд",(störämnes)fällastörämnesfälla,陷阱
521-02-64,recombination centre,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-64,مركزاعادة تجميع,"Rekombinationszentrum, n",recombination centre,centro de recombinación,rekombinaatiokeskus,"centre de recombinaison, m",centro di ricombinazione,再結合中心,재결합 중심,centrum rekombinacji,centro de recombinação,"рекомбинациони центар, м јд",rekombinationscenter,复合中心
521-02-65,PN boundary,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-65,حد  فاصل (PN),"PN-Grenzfläche, f",PN boundary,límite PN,PN-rajapinta,"limite PN, f",confine P/Nlimite P/N,ＰＮ境界,피엔 경계,granica PN,limite PN,"PN-граница, ж јд",PN-gräns,PN界面
521-02-66,transition region,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-66,منطقة انتقال,"Übergangszone, f",transition region,región de transición,siirtymäalue,"région de transition, f",regione di transizione,遷移領域,전이 영역천이 영역,obszar przejścia,região de transição,"прелазна област, ж јд",övergångsområde,过渡区
521-02-67,impurity concentration transition zone,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=521-02-67,منطقة انتقال تركير الشوائب,"Übergangszone der Störstellendichte, f",impurity concentration transition zone,zona de transición de la concentración de impurezas,epäpuhtaustiheyden muutosalue,"zone de transition de la concentration des impuretés, f",zona di transizione della concentrazione delle impurezze,不純物濃度遷移領域,불순물 집중 전이 구역,obszar zmiany koncentracji domieszek,zona de transição da concentração das impurezas,"прелазна зона концентрације нечистоће, ж јд",övergångszon för störämneskoncentration,杂质浓度过渡区
